name,address,lat,lng,Upso,SalesAmt,FlowPop,EmpEop,AbodePop,EmpAvgCo
진해용원DT,경남 창원시 진해구 용원동 1213-19,35.1011458,128.8106492,3개,"1,963만원","66,162명","6,892명","20,195명",312만원
진주칠암 DT,경남 진주시 주약동 94-1,35.1755202,128.0930724,3개,"1,303만원","84,485명","12,142명","11,179명",324만원
진주가좌DT,경남 진주시 가좌동 644-3,35.1615021,128.1071192,0개,0만원,"166,893명","3,727명","14,180명",319만원
진주혁신GSDT,경남 진주시 충무공동 222-1,35.1792099,128.1547736,2개,"3,120만원","51,994명","2,594명","11,640명",345만원
통영죽림DT,경남 통영시 광도면 죽림리 1569-1,34.8842312,128.4176021,5개,"2,058만원","87,311명","6,708명","13,766명",322만원
사천DT,경남 사천시 사천읍 수석리 320-11,35.080744,128.083462,3개,"1,235만원","211,985명","6,280명","5,692명",312만원
김해삼계 DT,경남 김해시 삼계동 1460-5,35.2627423,128.8720488,5개,"1,316만원","96,667명","9,204명","17,535명",309만원
김해삼정 DT,경남 김해시 삼정동 616-3,35.2281242,128.8968947,2개,"1,635만원","89,485명","11,083명","14,668명",307만원
김해외동DT점,경남 김해시 외동 238-3,35.229524,128.862475,2개,"7,225만원","69,061명","9,868명","25,076명",316만원
김해장유 DT,경남 김해시 대청동 316-1,35.1926792,128.8044838,3개,"1,603만원","225,321명","11,953명","16,920명",316만원
밀양 DT,경남 밀양시 삼문동 397,35.491029,128.746135,3개,"1,515만원","62,934명","4,580명","8,059명",318만원
옥포 SK DT,경남 거제시 옥포동 551-1,34.8886974,128.6917714,4개,"2,049만원","37,582명","8,446명","8,445명",320만원
웅상DT,경남 양산시 삼호동 1016-9,35.410612,129.164741,3개,"1,727만원","66,870명","6,291명","12,330명",321만원
양산DT점,경남 양산시 동면 석산리 1421-9,35.328068,129.033486,0개,0만원,"45,121명","4,790명","13,323명",322만원
양산북정 DT점,경남 양산시 신기동 545-7,35.3529749,129.0375763,0개,0만원,"93,087명","8,696명","9,806명",336만원
양산덕계DT점,경남 양산시 평산동 16-6,35.380737,129.155334,2개,"6,941만원","74,694명","5,466명","13,934명",314만원
제주시청DT,제주특별자치도 제주시 이도이동 1057-2,33.4956779,126.5331559,4개,"1,221만원","81,335명","17,797명","24,425명",313만원
제주노형 DT,제주특별자치도 제주시 노형동 903-5,33.4863584,126.4808204,7개,"1,656만원","157,207명","22,992명","22,799명",379만원
제주일도 DT,제주특별자치도 제주시 일도이동 369-11,33.507559,126.541128,1개,"14,158만원","50,268명","9,215명","20,669명",311만원
제주공항DT점,제주특별자치도 제주시 용담이동 1787,33.4950661,126.4925675,2개,"13,566만원","81,914명","9,936명","10,823명",345만원
제주외도DT,제주특별자치도 제주시 외도이동 345-1,33.493466,126.431264,3개,"1,838만원","42,949명","3,379명","8,917명",312만원
제주서귀포DT,제주특별자치도 서귀포시 서귀동 284-29,33.2532031,126.5626474,5개,"2,234만원","125,799명","13,413명","10,749명",313만원
제주월드컵스타디움DT,제주특별자치도 서귀포시 강정동 231-1,33.2494014,126.5073152,2개,"1,100만원","111,960명","4,130명","7,600명",351만원
제주중문DT,제주특별자치도 서귀포시 색달동 2558-1,33.254867,126.413763,1개,0만원,"40,737명","1,276명",393명,315만원
춘천퇴계DT,강원 춘천시 퇴계동 418-20,37.859061,127.73104,4개,"3,104만원","114,980명","8,998명","30,290명",324만원
춘천후평DT,강원 춘천시 후평동 702-5,37.8808807,127.7494853,3개,"2,842만원","79,511명","11,012명","26,182명",319만원
원주단계DT,강원 원주시 단계동 879-1,37.344154,127.928521,3개,"4,038만원","173,073명","12,186명","6,136명",334만원
원주단구DT,강원 원주시 단구동 1026-16,37.3291139,127.9513641,5개,"2,748만원","114,523명","10,800명","20,005명",302만원
강릉송정DT,강원특별자치도 강릉시 송정동 546-4,37.7722802,128.9239953,0개,0만원,"25,585명","3,298명","2,828명",319만원
동해DT,강원 동해시 천곡동 1066,37.5208536,129.1140294,5개,"2,214만원","43,944명","11,816명","9,292명",322만원
속초DT,강원 속초시 조양동 636-53,38.1898673,128.583929,2개,0만원,"133,506명","4,759명","12,626명",323만원
전주중화산점,전북 전주시 완산구 중화산동2가 648-11,35.8142624,127.1235637,0개,0만원,"71,300명","13,623명","20,047명",311만원
전주효자 DT,전북 전주시 완산구 효자동1가 411-24,35.805783,127.1117512,5개,"1,680만원","57,300명","9,668명","22,657명",302만원
전주평화 DT,전북 전주시 완산구 평화동1가 732-1,35.793859,127.132678,0개,0만원,"84,939명","9,524명","23,230명",292만원
전주인후DT점,전북 전주시 덕진구 백제대로 692,35.8440085,127.145058,1개,0만원,"48,551명","12,494명","9,246명",327만원
전주송천 DT,전북 전주시 덕진구 송천동2가 527,35.864989,127.121885,3개,"1,751만원","216,367명","11,384명","29,501명",314만원
전주덕진 DT,전북 전주시 덕진구 덕진동1가 1401-18,35.843834,127.123055,8개,"1,767만원","102,360명","8,015명","6,034명",327만원
군산나운DT,전북 군산시 나운동 844-6,35.962196,126.696174,4개,"3,467만원","48,454명","9,651명","25,156명",318만원
군산조촌DT,전북특별자치도 군산시 조촌동 471-1,35.9768446,126.737038,3개,"3,300만원","147,549명","7,623명","14,554명",315만원
익산영등DT점,전북 익산시 영등동 747-8,35.958123,126.972979,5개,"2,255만원","61,706명","13,297명","25,081명",316만원
전북정읍DT,전북 정읍시 수성동 524-17,35.5696764,126.8516727,3개,"3,383만원","72,113명","9,951명","7,710명",320만원
