name,address,lat,lng,Upso,SalesAmt,FlowPop,EmpEop,AbodePop,EmpAvgCo
양산덕계DT,경상남도 양산시 웅상대로 860 (덕계동),35.375986,129.155662,24개,790만원,"99,341명","5,229명","14,726명",305만원
서김해IC DT,경상남도 김해시 금관대로 820-22 (명법동),35.20387719,128.8379705,1개,888만원,"12,985명",797명,438명,331만원
진해자은DT,경상남도 창원시 진해구 진해대로 962 (자은동),35.143793,128.706881,40개,631만원,"66,507명","5,902명","21,805명",302만원
김해대로DT,경상남도 김해시 김해대로 2465,35.227992,128.896545,38개,903만원,"90,193명","10,772명","14,244명",307만원
울산남목DT,울산광역시 동구 방어진순환도로 1146 (서부동),35.5397841,129.4234235,26개,676만원,"76,266명","5,432명","9,782명",309만원
정관신도시DT,부산광역시 기장군 정관읍 모전로 101,35.33444637,129.1707265,30개,"1,121만원","34,269명","3,251명","21,269명",331만원
울산일산비치DT,울산광역시 동구 일산진11길 95 (일산동),35.49886431,129.4309941,35개,"1,550만원","107,162명","51,509명","8,390명",335만원
목포용해DT,전라남도 목포시 대양로 133 (용해동),34.8221766,126.3941505,15개,711만원,"63,729명","2,377명","12,654명",303만원
전남도청DT,전라남도 무안군 삼향읍 남악3로 54,34.81027153,126.4606025,67개,"1,156만원","144,694명","8,485명","16,000명",344만원
화명강변DT,부산광역시 북구 금곡대로77 (덕천동),35.216972,129.004611,33개,"1,173만원","88,925명","7,664명","14,431명",301만원
금정남산동DT,부산광역시 금정구 중앙대로 1989 (남산동),35.26217862,129.091325,36개,780만원,"47,384명","15,220명","25,743명",322만원
목포터미널DT,전라남도 목포시 영산로 495 (상동),34.8101683,126.4169697,38개,"1,040만원","73,476명","9,583명","17,780명",312만원
목포북항DT,전라남도 목포시 고하대로 694 (산정동),34.8086337,126.3732658,24개,"1,023만원","145,303명","8,290명","17,757명",286만원
부산구남역DT,부산광역시 북구 백양대로 1040 (구포동),35.19824128,128.9962801,24개,798만원,"79,976명","9,990명","21,792명",310만원
부산만덕DT,부산광역시 북구 만덕대로 323 (만덕동),35.213166,129.039764,31개,948만원,"84,564명","6,607명","22,546명",284만원
금정구청DT,부산광역시 금정구 중앙대로 1730 (부곡동),35.23892179,129.0930506,64개,888만원,"106,717명","17,268명","25,228명",316만원
